ID,start_date,receiver_country,incident_type,initiator_country,initiator_category,initiator_name,receiver_region
2557,2023-08-03,Canada,Ransomware,Not available,Non-state-group,LockBit,"['NATO', 'NORTHAM']"
2558,,Not available,Data theft,Not available,Not available,Not available,"['NO_REGION', 'OC']"
2558,,Not available,Hijacking with Misuse,Not available,Not available,Not available,"['NO_REGION', 'OC']"
2558,,Australia,Data theft,Not available,Not available,Not available,"['NO_REGION', 'OC']"
2558,,Australia,Hijacking with Misuse,Not available,Not available,Not available,"['NO_REGION', 'OC']"
2559,2021-01-01,Germany,Hijacking without Misuse,China,"Non-state actor, state-affiliation suggested",Ke3chang/Vixen Panda/APT 15/Nylon Typhoon fka NICKEL,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2561,2023-06-03,Germany,Data theft & Doxing,Not available,Not available,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2561,2023-06-03,Germany,Disruption,Not available,Not available,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2561,2023-06-03,Germany,Hijacking with Misuse,Not available,Not available,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2561,2023-06-03,Germany,Ransomware,Not available,Not available,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2562,2023-08-29,United States,Disruption,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2562,2023-08-29,United States,Hijacking with Misuse,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2562,2023-08-29,United States,Ransomware,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2563,2023-08-01,Netherlands,Disruption,Not available,Not available,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2563,2023-08-01,Netherlands,Hijacking with Misuse,Not available,Not available,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2564,2023-03-30,Not available,Hijacking with Misuse,Not available,Non-state-group,Akira Ransomware Group,['NO_REGION']
2564,2023-03-30,Not available,Ransomware,Not available,Non-state-group,Akira Ransomware Group,['NO_REGION']
2565,2023-03-30,Not available,Hijacking with Misuse,Not available,Non-state-group,LockBit,['NO_REGION']
2565,2023-03-30,Not available,Ransomware,Not available,Non-state-group,LockBit,['NO_REGION']
2566,2023-08-01,United Kingdom,Disruption,Not available,Not available,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2566,2023-08-01,United Kingdom,Hijacking with Misuse,Not available,Not available,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2567,2023-08-27,Netherlands,Disruption,Not available,Non-state-group,Net-Worker Alliance,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2570,2023-08-27,United States,Disruption,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2570,2023-08-27,United States,Hijacking with Misuse,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2571,2023-08-30,France,Data theft,Not available,Non-state-group,Medusa Ransomware Group,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2571,2023-08-30,France,Disruption,Not available,Non-state-group,Medusa Ransomware Group,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2571,2023-08-30,France,Hijacking with Misuse,Not available,Non-state-group,Medusa Ransomware Group,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2571,2023-08-30,France,Ransomware,Not available,Non-state-group,Medusa Ransomware Group,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2572,2023-09-01,Germany,Disruption,Not available,Not available,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2573,2023-01-01,South America,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",,['NO_REGION']
2573,2023-01-01,Central America (region),Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",,['NO_REGION']
2574,2023-01-01,United Kingdom,Disruption,Not available,Not available,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2574,2023-01-01,United Kingdom,Hijacking with Misuse,Not available,Not available,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2574,2023-01-01,United Kingdom,Ransomware,Not available,Not available,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2575,2023-08-31,Jordan,Disruption,Not available,Not available,Not available,"['ASIA', 'MENA', 'MEA']"
2576,2023-08-29,United States,Disruption,Sudan,Non-state-group,Anonymous Sudan,"['NATO', 'NORTHAM']"
2577,2023-09-01,Germany,Hijacking with Misuse,Not available,Non-state-group,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2579,2022-10-01,Italy,Data theft,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Italy,Hijacking with Misuse,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Australia,Data theft,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Australia,Hijacking with Misuse,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Not available,Data theft,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Not available,Hijacking with Misuse,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,United Kingdom,Data theft,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,United Kingdom,Hijacking with Misuse,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Netherlands,Data theft,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Netherlands,Hijacking with Misuse,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Germany,Data theft,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Germany,Hijacking with Misuse,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,France,Data theft,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,France,Hijacking with Misuse,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Switzerland,Data theft,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Switzerland,Hijacking with Misuse,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,United States,Data theft,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,United States,Hijacking with Misuse,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Canada,Data theft,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2579,2022-10-01,Canada,Hijacking with Misuse,Not available,Non-state-group,W3LL Group,"['EUROPE', 'NATO', 'EU(MS)', 'OC', 'NO_REGION', 'NORTHEU', 'WESTEU', 'NORTHAM']"
2580,2023-09-05,Spain,Disruption,Not available,Non-state-group,LockBit,"['EUROPE', 'NATO', 'EU(MS)']"
2580,2023-09-05,Spain,Hijacking with Misuse,Not available,Non-state-group,LockBit,"['EUROPE', 'NATO', 'EU(MS)']"
2580,2023-09-05,Spain,Ransomware,Not available,Non-state-group,LockBit,"['EUROPE', 'NATO', 'EU(MS)']"
2581,2023-08-05,United Kingdom,Data theft & Doxing,Not available,Non-state-group,LockBit,"['EUROPE', 'NATO', 'NORTHEU']"
2581,2023-08-05,United Kingdom,Hijacking with Misuse,Not available,Non-state-group,LockBit,"['EUROPE', 'NATO', 'NORTHEU']"
2581,2023-08-05,United Kingdom,Ransomware,Not available,Non-state-group,LockBit,"['EUROPE', 'NATO', 'NORTHEU']"
2582,2023-07-02,United States,Data theft,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2582,2023-07-02,United States,Hijacking with Misuse,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2584,2023-03-01,Russia,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",Ruby Sleet / CERIUM,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
2586,2023-01-01,Senegal,Hijacking with Misuse,Not available,Not available,Not available,"['AFRICA', 'SSA']"
2587,2023-09-06,United Kingdom,Disruption,Not available,Non-state-group,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2587,2023-09-06,United Kingdom,Hijacking with Misuse,Not available,Non-state-group,Not available,"['EUROPE', 'NATO', 'NORTHEU']"
2588,,United States,Data theft,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2588,,United States,Hijacking with Misuse,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2589,2023-04-01,Africa,Hijacking without Misuse,China,Unknown - not attributed,Twill Typhoon/ TANTALUM,['NO_REGION']
2589,2023-04-01,Global (region),Hijacking without Misuse,China,Unknown - not attributed,Twill Typhoon/ TANTALUM,['NO_REGION']
2589,2023-04-01,Europe (region),Hijacking without Misuse,China,Unknown - not attributed,Twill Typhoon/ TANTALUM,['NO_REGION']
2590,2022-11-01,Germany,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",Ruby Sleet / CERIUM,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'MENA', 'MEA']"
2590,2022-11-01,Germany,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Andariel/Onyx Sleet fka PLUTONIUM/Silent Chollima/G0138 < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'MENA', 'MEA']"
2590,2022-11-01,Israel,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested",Ruby Sleet / CERIUM,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'MENA', 'MEA']"
2590,2022-11-01,Israel,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Andariel/Onyx Sleet fka PLUTONIUM/Silent Chollima/G0138 < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'ASIA', 'MENA', 'MEA']"
2591,2023-01-01,Norway,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Andariel/Onyx Sleet fka PLUTONIUM/Silent Chollima/G0138 < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['EUROPE', 'NATO', 'NORTHEU', 'SOUTHAM', 'EU(MS)', 'EASTEU']"
2591,2023-01-01,Brazil,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Andariel/Onyx Sleet fka PLUTONIUM/Silent Chollima/G0138 < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['EUROPE', 'NATO', 'NORTHEU', 'SOUTHAM', 'EU(MS)', 'EASTEU']"
2591,2023-01-01,Finland,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Andariel/Onyx Sleet fka PLUTONIUM/Silent Chollima/G0138 < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['EUROPE', 'NATO', 'NORTHEU', 'SOUTHAM', 'EU(MS)', 'EASTEU']"
2591,2023-01-01,Czech Republic,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Andariel/Onyx Sleet fka PLUTONIUM/Silent Chollima/G0138 < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['EUROPE', 'NATO', 'NORTHEU', 'SOUTHAM', 'EU(MS)', 'EASTEU']"
2591,2023-01-01,Italy,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Andariel/Onyx Sleet fka PLUTONIUM/Silent Chollima/G0138 < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['EUROPE', 'NATO', 'NORTHEU', 'SOUTHAM', 'EU(MS)', 'EASTEU']"
2591,2023-01-01,Poland,Hijacking without Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Andariel/Onyx Sleet fka PLUTONIUM/Silent Chollima/G0138 < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","['EUROPE', 'NATO', 'NORTHEU', 'SOUTHAM', 'EU(MS)', 'EASTEU']"
2592,2023-09-08,Not available,Disruption,Pakistan,Non-state-group,Team Insane PK,"['NO_REGION', 'ASIA', 'SASIA', 'SCO']"
2592,2023-09-08,India,Disruption,Pakistan,Non-state-group,Team Insane PK,"['NO_REGION', 'ASIA', 'SASIA', 'SCO']"
2595,2023-01-01,United States,Disruption,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2595,2023-01-01,United States,Hijacking with Misuse,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2596,2023-09-04,Netherlands,Hijacking with Misuse,"Korea, Democratic People's Republic of","Non-state actor, state-affiliation suggested","Blue Noroff/APT38/Stardust Chollima/G0082 < Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/Diamond Sleet fka ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)/Sapphire Sleet fka COPERNICUM","['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2600,2023-05-17,Sri Lanka,Disruption,Not available,Not available,Not available,"['ASIA', 'SASIA']"
2600,2023-05-17,Sri Lanka,Hijacking with Misuse,Not available,Not available,Not available,"['ASIA', 'SASIA']"
2600,2023-05-17,Sri Lanka,Ransomware,Not available,Not available,Not available,"['ASIA', 'SASIA']"
2601,2021-09-01,Brazil,Hijacking without Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/G0059,"['SOUTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC']"
2601,2021-09-01,United Arab Emirates,Hijacking without Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/G0059,"['SOUTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC']"
2601,2021-09-01,Israel,Hijacking without Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",Charming Kitten/NEWSCASTER/APT35/Mint Sandstorm fka PHOSPHORUS/NewsBeef/Group 83/TA453/G0059,"['SOUTHAM', 'ASIA', 'MENA', 'MEA', 'GULFC']"
2603,2023-09-11,Italy,Disruption,Not available,Not available,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'NO_REGION']"
2603,2023-09-11,Not available,Disruption,Not available,Not available,Not available,"['EUROPE', 'NATO', 'EU(MS)', 'NO_REGION']"
2606,2023-02-28,Asia (region),Data theft,Not available,Unknown - not attributed,Redfly,['NO_REGION']
2606,2023-02-28,Asia (region),Hijacking with Misuse,Not available,Unknown - not attributed,Redfly,['NO_REGION']
2607,2023-12-10,Japan,Disruption,Not available,Not available,Not available,"['ASIA', 'SCS', 'NEA']"
2607,2023-12-10,Japan,Hijacking with Misuse,Not available,Not available,Not available,"['ASIA', 'SCS', 'NEA']"
2607,2023-12-10,Japan,Ransomware,Not available,Not available,Not available,"['ASIA', 'SCS', 'NEA']"
2608,2023-01-18,United States,Hijacking without Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",,"['NATO', 'NORTHAM']"
2610,2023-09-12,Hong Kong,Hijacking with Misuse,Not available,Not available,Not available,['ASIA']
2613,2023-09-13,New Zealand,Disruption,Not available,Non-state-group,Not available,['OC']
2613,2023-09-13,New Zealand,Hijacking with Misuse,Not available,Non-state-group,Not available,['OC']
2616,2023-09-12,Canada,Disruption,Russia,Unknown - not attributed,NoName057(16),"['NATO', 'NORTHAM']"
2618,2023-02-10,Latvia,Hijacking without Misuse,Not available,State,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
2619,2023-02-01,Global (region),Data theft,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT33/Elfin/MAGNALLIUM/Peach Sandstorm fka HOLMIUM/Magic Hound/G0064,['NO_REGION']
2619,2023-02-01,Global (region),Hijacking with Misuse,"Iran, Islamic Republic of","Non-state actor, state-affiliation suggested",APT33/Elfin/MAGNALLIUM/Peach Sandstorm fka HOLMIUM/Magic Hound/G0064,['NO_REGION']
2620,2023-09-12,Chile,Data theft,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2620,2023-09-12,Chile,Disruption,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2620,2023-09-12,Chile,Hijacking with Misuse,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2620,2023-09-12,Chile,Ransomware,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2620,2023-09-12,United States,Data theft,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2620,2023-09-12,United States,Disruption,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2620,2023-09-12,United States,Hijacking with Misuse,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2620,2023-09-12,United States,Ransomware,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2620,2023-09-12,Colombia,Data theft,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2620,2023-09-12,Colombia,Disruption,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2620,2023-09-12,Colombia,Hijacking with Misuse,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2620,2023-09-12,Colombia,Ransomware,Not available,Non-state-group,RansomHouse,"['SOUTHAM', 'NATO', 'NORTHAM']"
2621,2023-08-01,Turkey,Data theft & Doxing,Not available,Unknown - not attributed,USDoD,"['ASIA', 'NATO', 'MEA', 'EUROPE', 'EU(MS)', 'WESTEU']"
2621,2023-08-01,Turkey,Hijacking with Misuse,Not available,Unknown - not attributed,USDoD,"['ASIA', 'NATO', 'MEA', 'EUROPE', 'EU(MS)', 'WESTEU']"
2621,2023-08-01,Netherlands,Data theft & Doxing,Not available,Unknown - not attributed,USDoD,"['ASIA', 'NATO', 'MEA', 'EUROPE', 'EU(MS)', 'WESTEU']"
2621,2023-08-01,Netherlands,Hijacking with Misuse,Not available,Unknown - not attributed,USDoD,"['ASIA', 'NATO', 'MEA', 'EUROPE', 'EU(MS)', 'WESTEU']"
2622,2023-09-14,Seychelles,Hijacking with Misuse,Not available,Not available,Not available,"['AFRICA', 'SSA']"
2623,2022-01-01,Not available,Data theft,Not available,Non-state-group,Not available,['NO_REGION']
2623,2022-01-01,Not available,Hijacking with Misuse,Not available,Non-state-group,Not available,['NO_REGION']
2624,2023-01-01,Not available,Data theft,Not available,Non-state-group,Scattered Spider/Octo Tempest/UNC3944/Scatter Swine/Muddled Libra/Roasted 0ktapus,['NO_REGION']
2624,2023-01-01,Not available,Hijacking with Misuse,Not available,Non-state-group,Scattered Spider/Octo Tempest/UNC3944/Scatter Swine/Muddled Libra/Roasted 0ktapus,['NO_REGION']
2624,2023-01-01,Not available,Ransomware,Not available,Non-state-group,Scattered Spider/Octo Tempest/UNC3944/Scatter Swine/Muddled Libra/Roasted 0ktapus,['NO_REGION']
2625,2023-08-27,United States,Hijacking without Misuse,Not available,Not available,Not available,"['NATO', 'NORTHAM', 'NO_REGION']"
2625,2023-08-27,Not available,Hijacking without Misuse,Not available,Not available,Not available,"['NATO', 'NORTHAM', 'NO_REGION']"
2626,2022-10-01,Asia (region),Data theft,Asia (region),Not available,Not available,"['NO_REGION', 'NATO', 'NORTHAM']"
2626,2022-10-01,Asia (region),Hijacking with Misuse,Asia (region),Not available,Not available,"['NO_REGION', 'NATO', 'NORTHAM']"
2626,2022-10-01,Central America (region),Data theft,Asia (region),Not available,Not available,"['NO_REGION', 'NATO', 'NORTHAM']"
2626,2022-10-01,Central America (region),Hijacking with Misuse,Asia (region),Not available,Not available,"['NO_REGION', 'NATO', 'NORTHAM']"
2626,2022-10-01,United States,Data theft,Asia (region),Not available,Not available,"['NO_REGION', 'NATO', 'NORTHAM']"
2626,2022-10-01,United States,Hijacking with Misuse,Asia (region),Not available,Not available,"['NO_REGION', 'NATO', 'NORTHAM']"
2626,2022-10-01,South America,Data theft,Asia (region),Not available,Not available,"['NO_REGION', 'NATO', 'NORTHAM']"
2626,2022-10-01,South America,Hijacking with Misuse,Asia (region),Not available,Not available,"['NO_REGION', 'NATO', 'NORTHAM']"
2626,2022-10-01,Canada,Data theft,Asia (region),Not available,Not available,"['NO_REGION', 'NATO', 'NORTHAM']"
2626,2022-10-01,Canada,Hijacking with Misuse,Asia (region),Not available,Not available,"['NO_REGION', 'NATO', 'NORTHAM']"
2628,2023-09-16,United States,Disruption,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2628,2023-09-16,United States,Hijacking with Misuse,Not available,Not available,Not available,"['NATO', 'NORTHAM']"
2629,2022-01-01,Kenya,Data theft,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Kenya,Hijacking with Misuse,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Asia (region),Data theft,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Asia (region),Hijacking with Misuse,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Egypt,Data theft,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Egypt,Hijacking with Misuse,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Zimbabwe,Data theft,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Zimbabwe,Hijacking with Misuse,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Europe (region),Data theft,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Europe (region),Hijacking with Misuse,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Madagascar,Data theft,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Madagascar,Hijacking with Misuse,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Tanzania,Data theft,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
2629,2022-01-01,Tanzania,Hijacking with Misuse,China,Unknown - not attributed,UNC53,"['AFRICA', 'SSA', 'NO_REGION', 'MENA', 'MEA', 'NAF', 'NATO', 'NORTHAM']"
