ID,receiver_country,initiator_country,weighted_cyber_intensity,initiator_name,initiator_category,cyber_conflict_issue,receiver_region
959,"Iran, Islamic Republic of",Unknown,3.0,NSA/Equation Group,Unknown - not attributed,Unknown,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA']"
960,United States,China,3.0,APT 20,"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,Brazil,China,3.0,APT 20,"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,China,China,3.0,APT 20,"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,France,China,3.0,APT 20,"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,Germany,China,3.0,APT 20,"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,Italy,China,3.0,APT 20,"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,Mexico,China,3.0,APT 20,"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,Spain,China,3.0,APT 20,"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,Portugal,China,3.0,APT 20,"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
960,United Kingdom,China,3.0,APT 20,"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM', 'SOUTHAM', 'ASIA', 'SCS', 'EASIA', 'NEA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'NO_REGION', 'NORTHEU']"
961,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",Unknown - not attributed,System / ideology,"['ASIA', 'SCS', 'NEA']"
961,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",Unknown - not attributed,International power,"['ASIA', 'SCS', 'NEA']"
961,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)",Unknown - not attributed,Other,"['ASIA', 'SCS', 'NEA']"
961,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,Reconnaissance General Bureau,Unknown - not attributed,System / ideology,"['ASIA', 'SCS', 'NEA']"
961,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,Reconnaissance General Bureau,Unknown - not attributed,International power,"['ASIA', 'SCS', 'NEA']"
961,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,Reconnaissance General Bureau,Unknown - not attributed,Other,"['ASIA', 'SCS', 'NEA']"
962,"Korea, Republic of",Unknown,3.0,Sun Team,Unknown - not attributed,System / ideology,"['ASIA', 'SCS', 'NEA']"
963,Central Asia (region),Russia,3.0,DustSquad/Nomadic Octopus,Unknown - not attributed,Unknown,"['NO_REGION', 'ASIA', 'SASIA']"
963,Central Asia (region),Russia,3.0,APT-C-34/Golden Falcon,Unknown - not attributed,Unknown,"['NO_REGION', 'ASIA', 'SASIA']"
963,Afghanistan,Russia,3.0,DustSquad/Nomadic Octopus,Unknown - not attributed,Unknown,"['NO_REGION', 'ASIA', 'SASIA']"
963,Afghanistan,Russia,3.0,APT-C-34/Golden Falcon,Unknown - not attributed,Unknown,"['NO_REGION', 'ASIA', 'SASIA']"
964,France,Russia,1.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","Non-state actor, state-affiliation suggested",Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
966,Vietnam,"Korea, Democratic People's Republic of",3.0,APT37/Richochet Chollima/Red Eyes/InkySquid/ScarCruft/Reaper/Group123/TEMP.Reaper/Venus 121/G0067,"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
966,Vietnam,"Korea, Democratic People's Republic of",3.0,Group123,"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
966,Japan,"Korea, Democratic People's Republic of",3.0,APT37/Richochet Chollima/Red Eyes/InkySquid/ScarCruft/Reaper/Group123/TEMP.Reaper/Venus 121/G0067,"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
966,Japan,"Korea, Democratic People's Republic of",3.0,Group123,"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
966,Middle East (region),"Korea, Democratic People's Republic of",3.0,APT37/Richochet Chollima/Red Eyes/InkySquid/ScarCruft/Reaper/Group123/TEMP.Reaper/Venus 121/G0067,"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
966,Middle East (region),"Korea, Democratic People's Republic of",3.0,Group123,"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SCS', 'SEA', 'NEA', 'NO_REGION']"
967,United States,China,4.0,MSS supported Hackers,"Non-state actor, state-affiliation suggested",International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU']"
967,Sweden,China,4.0,MSS supported Hackers,"Non-state actor, state-affiliation suggested",International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU']"
967,Germany,China,4.0,MSS supported Hackers,"Non-state actor, state-affiliation suggested",International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU']"
967,Lithuania,China,4.0,MSS supported Hackers,"Non-state actor, state-affiliation suggested",International power,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'WESTEU']"
968,Thailand,Unknown,1.0,Anonymous,Non-state-group,System / ideology,"['ASIA', 'SEA']"
969,NATO (region),Russia,3.0,,State,International power,['NO_REGION']
970,United States,China,3.0,Thrip,Unknown - not attributed,International power,"['NATO', 'NORTHAM', 'NO_REGION']"
970,Southeast Asia (region),China,3.0,Thrip,Unknown - not attributed,International power,"['NATO', 'NORTHAM', 'NO_REGION']"
971,Vietnam,China,1.0,Conimes,"Non-state actor, state-affiliation suggested",Territory,"['ASIA', 'SCS', 'SEA']"
971,Vietnam,China,1.0,Conimes,"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SCS', 'SEA']"
971,Vietnam,China,1.0,Hellsing,"Non-state actor, state-affiliation suggested",Territory,"['ASIA', 'SCS', 'SEA']"
971,Vietnam,China,1.0,Hellsing,"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SCS', 'SEA']"
972,Saudi Arabia,Russia,4.0,Evgeny Viktorovich Gladkikh (TsNIIKhM),State,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC']"
973,India,Pakistan,1.0,Alone Injector,"Non-state actor, state-affiliation suggested",System / ideology,"['ASIA', 'SASIA', 'SCO']"
973,India,Pakistan,1.0,Alone Injector,"Non-state actor, state-affiliation suggested",Territory,"['ASIA', 'SASIA', 'SCO']"
973,India,Pakistan,1.0,Alone Injector,"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SASIA', 'SCO']"
973,India,Pakistan,1.0,ISI,"Non-state actor, state-affiliation suggested",System / ideology,"['ASIA', 'SASIA', 'SCO']"
973,India,Pakistan,1.0,ISI,"Non-state actor, state-affiliation suggested",Territory,"['ASIA', 'SASIA', 'SCO']"
973,India,Pakistan,1.0,ISI,"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SASIA', 'SCO']"
974,Pakistan,India,2.0,Mallu Cyber Soldiers,Non-state-group,System / ideology,"['ASIA', 'SASIA', 'SCO']"
974,Pakistan,India,2.0,Mallu Cyber Soldiers,Non-state-group,Territory,"['ASIA', 'SASIA', 'SCO']"
974,Pakistan,India,2.0,Mallu Cyber Soldiers,Non-state-group,International power,"['ASIA', 'SASIA', 'SCO']"
975,United Nations Organization,Russia,1.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",State,Unknown,['NO_REGION']
976,Mena Region (region),"Iran, Islamic Republic of",1.0,OilRig/APT34/Cobalt Gypsy/Helix Kitten/Crambus/G0049,"Non-state actor, state-affiliation suggested",Unknown,['NO_REGION']
977,Israel,"Iran, Islamic Republic of",3.0,APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,Jordan,"Iran, Islamic Republic of",3.0,APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,United Arab Emirates,"Iran, Islamic Republic of",3.0,APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,Saudi Arabia,"Iran, Islamic Republic of",3.0,APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
977,Turkey,"Iran, Islamic Republic of",3.0,APT39/Chafer/Remix Kitten/ITG07/G0087 (Rana Intelligence Computing Company),"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO']"
978,"Iran, Islamic Republic of","Iran, Islamic Republic of",3.0,Charming Kitten/NEWSCASTER/APT35/Phosphorus/NewsBeef/Group 83/TA453/G0059,"Non-state actor, state-affiliation suggested",System / ideology,"['ASIA', 'MENA', 'MEA']"
978,"Iran, Islamic Republic of","Iran, Islamic Republic of",3.0,Charming Kitten/NEWSCASTER/APT35/Phosphorus/NewsBeef/Group 83/TA453/G0059,"Non-state actor, state-affiliation suggested",National power,"['ASIA', 'MENA', 'MEA']"
979,North America,China,3.0,,"Non-state actor, state-affiliation suggested",System / ideology,['NO_REGION']
979,North America,China,3.0,,"Non-state actor, state-affiliation suggested",International power,['NO_REGION']
979,Asia (region),China,3.0,,"Non-state actor, state-affiliation suggested",System / ideology,['NO_REGION']
979,Asia (region),China,3.0,,"Non-state actor, state-affiliation suggested",International power,['NO_REGION']
980,Germany,Russia,4.0,"Turla/Waterbug/Venomous Bear/Snake/Uroburos/Group 88/Krypton/G0010 (FSB, 16th / 18th Center)","Non-state actor, state-affiliation suggested",Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
981,Mena Region (region),Unknown,3.0,Gaza Cybergang,Unknown - not attributed,Unknown,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
981,Africa,Unknown,3.0,Gaza Cybergang,Unknown - not attributed,Unknown,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
981,Palestine,Unknown,3.0,Gaza Cybergang,Unknown - not attributed,Unknown,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
981,Global (region),Unknown,3.0,Gaza Cybergang,Unknown - not attributed,Unknown,"['NO_REGION', 'ASIA', 'MENA', 'MEA']"
982,ISIS,United Kingdom,2.0,GCHQ,State,System / ideology,['NO_REGION']
983,Middle East (region),Unknown,3.0,,"Non-state actor, state-affiliation suggested",Unknown,['NO_REGION']
984,Europe (region),Russia,3.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",State,Unknown,['NO_REGION']
984,South America,Russia,3.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",State,Unknown,['NO_REGION']
985,Singapore,Unknown,1.0,,"Non-state actor, state-affiliation suggested",Unknown,['ASIA']
986,United States,Russia,3.0,,State,System / ideology,"['NATO', 'NORTHAM']"
986,United States,Russia,3.0,,State,International power,"['NATO', 'NORTHAM']"
987,Saudi Arabia,"Iran, Islamic Republic of",3.0,Muddy Water,Unknown - not attributed,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,United States,"Iran, Islamic Republic of",3.0,Muddy Water,Unknown - not attributed,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,Iraq,"Iran, Islamic Republic of",3.0,Muddy Water,Unknown - not attributed,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,Israel,"Iran, Islamic Republic of",3.0,Muddy Water,Unknown - not attributed,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,United Arab Emirates,"Iran, Islamic Republic of",3.0,Muddy Water,Unknown - not attributed,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,Georgia,"Iran, Islamic Republic of",3.0,Muddy Water,Unknown - not attributed,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,Pakistan,"Iran, Islamic Republic of",3.0,Muddy Water,Unknown - not attributed,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,India,"Iran, Islamic Republic of",3.0,Muddy Water,Unknown - not attributed,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
987,Turkey,"Iran, Islamic Republic of",3.0,Muddy Water,Unknown - not attributed,Unknown,"['ASIA', 'MENA', 'MEA', 'GULFC', 'NATO', 'NORTHAM', 'CENTAS', 'SASIA', 'SCO']"
988,Cambodia,China,3.0,Rancor,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA']"
988,Cambodia,China,3.0,DragonOk,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA']"
988,Singapore,China,3.0,Rancor,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA']"
988,Singapore,China,3.0,DragonOk,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA']"
988,Thailand,China,3.0,Rancor,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA']"
988,Thailand,China,3.0,DragonOk,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA']"
989,Norway,Russia,1.0,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),"Non-state actor, state-affiliation suggested",System / ideology,"['EUROPE', 'NATO', 'NORTHEU']"
989,Norway,Russia,1.0,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),"Non-state actor, state-affiliation suggested",International power,"['EUROPE', 'NATO', 'NORTHEU']"
990,United States,United States,1.0,,Unknown - not attributed,Unknown,"['NATO', 'NORTHAM']"
991,Unknown,"Iran, Islamic Republic of",3.0,Charming Kitten/NEWSCASTER/APT35/Phosphorus/NewsBeef/Group 83/TA453/G0059,"Non-state actor, state-affiliation suggested",Unknown,['NO_REGION']
992,United Kingdom,Tunisia,1.0,Tunisian Fallaga Team,Non-state-group,System / ideology,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
992,United Kingdom,Tunisia,1.0,Pro-ISIS,Non-state-group,System / ideology,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
993,Pakistan,India,1.0,Indian Cyber Army,Non-state-group,Territory,"['ASIA', 'SASIA', 'SCO']"
993,Pakistan,India,1.0,Indian Cyber Army,Non-state-group,International power,"['ASIA', 'SASIA', 'SCO']"
994,Montenegro,Unknown,3.0,Cuba Ransomware,Non-state-group,Unknown,"['EUROPE', 'BALKANS', 'NATO', 'WBALKANS']"
995,India,Bangladesh,1.0,Black Hat Hackers,Non-state-group,Territory,"['ASIA', 'SASIA', 'SCO']"
995,India,Bangladesh,1.0,Black Hat Hackers,Non-state-group,International power,"['ASIA', 'SASIA', 'SCO']"
996,Luxembourg,Unknown,2.0,,Unknown - not attributed,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
997,"Korea, Democratic People's Republic of",United States,2.0,US CYCOM,State,System / ideology,"['ASIA', 'NEA']"
997,"Korea, Democratic People's Republic of",United States,2.0,US CYCOM,State,International power,"['ASIA', 'NEA']"
998,United States,Unknown,2.0,,Unknown - not attributed,Unknown,"['NATO', 'NORTHAM']"
999,Middle East (region),Unknown,1.0,DarkHydrus/LazyMeerkat,Unknown - not attributed,Unknown,['NO_REGION']
1000,United States,Unknown,3.0,None,Unknown - not attributed,Unknown,"['NATO', 'NORTHAM']"
1001,United States,Russia,1.0,Cozy Bear/APT29/Dukes/Group 100/IRON HEMLOCK/NOBELIUM/UNC2452/Cozy Duke/YTTRIUM/G0016 (SVR),"Non-state actor, state-affiliation suggested",Unknown,"['NATO', 'NORTHAM']"
1002,Mena Region (region),Unknown,3.0,None,Unknown - not attributed,Unknown,['NO_REGION']
1003,Netherlands,Turkey,2.0,Akincilar,Non-state-group,System / ideology,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1004,Canada,Unknown,2.0,,Unknown - not attributed,Unknown,"['NATO', 'NORTHAM']"
1005,Netherlands,Unknown,1.0,None,Unknown - not attributed,Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1006,International Association of Athletics Federations,Russia,4.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)",State,Other,['NO_REGION']
1007,United Kingdom,Unknown,1.0,,Unknown - not attributed,System / ideology,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
1008,Unknown,"Korea, Democratic People's Republic of",3.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","Non-state actor, state-affiliation suggested",Unknown,['NO_REGION']
1009,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","Non-state actor, state-affiliation suggested",System / ideology,"['ASIA', 'SCS', 'NEA']"
1009,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","Non-state actor, state-affiliation suggested",Territory,"['ASIA', 'SCS', 'NEA']"
1009,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SCS', 'NEA']"
1009,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,Military Unit 121,"Non-state actor, state-affiliation suggested",System / ideology,"['ASIA', 'SCS', 'NEA']"
1009,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,Military Unit 121,"Non-state actor, state-affiliation suggested",Territory,"['ASIA', 'SCS', 'NEA']"
1009,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,Military Unit 121,"Non-state actor, state-affiliation suggested",International power,"['ASIA', 'SCS', 'NEA']"
1010,NATO (region),Russia,3.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","Non-state actor, state-affiliation suggested",System / ideology,"['NO_REGION', 'EUROPE', 'EASTEU']"
1010,NATO (region),Russia,3.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","Non-state actor, state-affiliation suggested",International power,"['NO_REGION', 'EUROPE', 'EASTEU']"
1010,Ukraine,Russia,3.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","Non-state actor, state-affiliation suggested",System / ideology,"['NO_REGION', 'EUROPE', 'EASTEU']"
1010,Ukraine,Russia,3.0,"Fancy Bear/APT28/Sofacy/Pawn Storm/Group 74/Sednit/Tsar Team/STRONTIUM/Grizzly Steppe/SNAKEMACKEREL/IRON TWILIGHT/TG-4127/Group G0007 (GRU, 85th Main Special Service Center (GTsSS) Military Unit 26165)","Non-state actor, state-affiliation suggested",International power,"['NO_REGION', 'EUROPE', 'EASTEU']"
1011,United Kingdom,China,1.0,Panda,"Non-state actor, state-affiliation suggested",Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
1013,Cambodia,China,3.0,"APT40/Leviathan/TEMP.Periscope/TEMP.Jumper/GADOLINIUM/BRONZE MOHAWK/MUDCARP/KRYPTONITE PANDA/TA423/G0065 (MSS, Hainan State Security Department/Hainan Xiandun Technology Company)","Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA']"
1014,United States,United States,1.0,,Unknown - not attributed,Unknown,"['NATO', 'NORTHAM']"
1015,Singapore,Unknown,1.0,,Unknown - not attributed,Unknown,['ASIA']
1017,Germany,Russia,3.0,"Energetic Bear/Dragonfly/Crouching Yeti/DYMALLOY/Group 24/Havex/TEMP.Isotope/TG-4192/IRON LIBERTY/G0035 (FSB, 16th Center)","Non-state actor, state-affiliation suggested",Unknown,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1018,Laos,Vietnam,3.0,APT32/Ocean Lotus/Sea Lotus,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1018,Philippines,Vietnam,3.0,APT32/Ocean Lotus/Sea Lotus,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1018,Cambodia,Vietnam,3.0,APT32/Ocean Lotus/Sea Lotus,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1018,Vietnam,Vietnam,3.0,APT32/Ocean Lotus/Sea Lotus,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1018,China,Vietnam,3.0,APT32/Ocean Lotus/Sea Lotus,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SEA', 'SCS', 'EASIA', 'NEA', 'SCO']"
1019,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,"Lazarus Group/Labyrinth Chollima/HIDDEN COBRA/Guardians of Peace/ZINC/NICKEL ACADEMY/NewRomanic Cyber Army Team/Whois Hacking Team/Appleworm/Group 77/G0032 (Reconnaissance General Bureau, Bureau 121, Unit 180, Lab 110)","Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SCS', 'NEA']"
1019,"Korea, Republic of","Korea, Democratic People's Republic of",2.0,Military Unit 121,"Non-state actor, state-affiliation suggested",Unknown,"['ASIA', 'SCS', 'NEA']"
1020,United States,China,4.0,PLA,State,Unknown,"['NATO', 'NORTHAM']"
1021,Lebanon,Israel,1.0,,State,Territory,"['ASIA', 'MENA', 'MEA']"
1021,Lebanon,Israel,1.0,,State,International power,"['ASIA', 'MENA', 'MEA']"
1022,Asia (region),Vietnam,1.0,APT32/Ocean Lotus/Sea Lotus,"Non-state actor, state-affiliation suggested",Resources,['NO_REGION']
1023,Philippines,Philippines,2.0,APT32/Ocean Lotus/Sea Lotus,"Non-state actor, state-affiliation suggested",Territory,"['ASIA', 'SCS', 'SEA']"
