ID,start_date,attribution_ID,attribution_date,attribution_basis_clean,receiver_country,initiator_country,incident_type,receiver_region
1855,2023-01-15,12112,2023-01-19,Political attribution,Canada,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1858,2022-09-01,7048,2023-01-17,Industry attribution,Russia,Not available,Hijacking without Misuse,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
1859,2023-01-09,12108,2023-01-19,Attacker confirms,United States,Switzerland,Data theft & Doxing,"['NATO', 'NORTHAM']"
1859,2023-01-09,12108,2023-01-19,Attacker confirms,United States,Switzerland,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1860,2022-06-01,7046,2023-01-25,Political attribution,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1861,2022-07-01,12107,2023-01-26,Attacker confirms,Not available,United States,Data theft & Doxing,['NO_REGION']
1861,2022-07-01,12107,2023-01-26,Attacker confirms,Not available,United States,Hijacking with Misuse,['NO_REGION']
1862,2022-01-01,11582,2022-01-26,Political attribution,United Kingdom,Russia,Data theft,"['EUROPE', 'NATO', 'NORTHEU']"
1862,2022-01-01,11582,2022-01-26,Political attribution,United Kingdom,Russia,Hijacking with Misuse,"['EUROPE', 'NATO', 'NORTHEU']"
1863,2023-01-25,12106,2023-01-25,Attacker confirms,Germany,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1864,2022-01-01,7044,2022-01-26,Political attribution,United Kingdom,"Iran, Islamic Republic of",Data theft,"['EUROPE', 'NATO', 'NORTHEU']"
1864,2022-01-01,7044,2022-01-26,Political attribution,United Kingdom,"Iran, Islamic Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'NORTHEU']"
1867,2023-01-28,6744,2023-01-30,Industry attribution,Poland,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6744,2023-01-30,Industry attribution,Germany,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6744,2023-01-30,Industry attribution,Netherlands,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6744,2023-01-30,Industry attribution,Northern Europe,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6744,2023-01-30,Industry attribution,United Kingdom,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6745,2023-01-23,Attacker confirms,Poland,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6745,2023-01-23,Attacker confirms,Germany,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6745,2023-01-23,Attacker confirms,Netherlands,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6745,2023-01-23,Attacker confirms,Northern Europe,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6745,2023-01-23,Attacker confirms,United Kingdom,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6746,2023-02-01,Political attribution,Poland,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6746,2023-02-01,Political attribution,Germany,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6746,2023-02-01,Political attribution,Netherlands,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6746,2023-02-01,Political attribution,Northern Europe,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1867,2023-01-28,6746,2023-02-01,Political attribution,United Kingdom,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU', 'WESTEU', 'NO_REGION', 'NORTHEU']"
1868,2023-01-01,6741,2023-01-30,Receiver attributes attacker,United States,Russia,Disruption,"['NATO', 'NORTHAM']"
1868,2023-01-01,6741,2023-01-30,Political attribution,United States,Russia,Disruption,"['NATO', 'NORTHAM']"
1868,2023-01-01,6742,2023-01-28,Attacker confirms,United States,Russia,Disruption,"['NATO', 'NORTHAM']"
1868,2023-01-01,6743,2023-01-30,Attacker confirms,United States,Russia,Disruption,"['NATO', 'NORTHAM']"
1871,2020-02-08,12105,,,United Kingdom,Not available,Disruption,"['EUROPE', 'NATO', 'NORTHEU']"
1871,2020-02-08,12105,,,United Kingdom,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'NORTHEU']"
1871,2020-02-08,12105,,,United Kingdom,Not available,Ransomware,"['EUROPE', 'NATO', 'NORTHEU']"
1876,2022-10-01,6740,2023-01-31,Industry attribution,Ukraine,Russia,Disruption,"['EUROPE', 'EASTEU']"
1876,2022-10-01,6740,2023-01-31,Industry attribution,Ukraine,Russia,Hijacking with Misuse,"['EUROPE', 'EASTEU']"
1877,2022-11-01,7038,2023-01-31,Industry attribution,EU (region),China,Hijacking without Misuse,['NO_REGION']
1878,2022-09-15,11583,2023-01-31,Industry attribution,Israel,"Iran, Islamic Republic of",Data theft,"['ASIA', 'MENA', 'MEA']"
1878,2022-09-15,11583,2023-01-31,Industry attribution,Israel,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA']"
1879,,7033,2023-01-31,Industry attribution,Egypt,"Iran, Islamic Republic of",Hijacking without Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC']"
1879,,7033,2023-01-31,Industry attribution,Saudi Arabia,"Iran, Islamic Republic of",Hijacking without Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC']"
1880,2022-08-22,7029,2023-01-31,Industry attribution,Not available,"Korea, Democratic People's Republic of",Data theft,"['NO_REGION', 'ASIA', 'SASIA', 'SCO']"
1880,2022-08-22,7029,2023-01-31,Industry attribution,Not available,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['NO_REGION', 'ASIA', 'SASIA', 'SCO']"
1880,2022-08-22,7029,2023-01-31,Industry attribution,India,"Korea, Democratic People's Republic of",Data theft,"['NO_REGION', 'ASIA', 'SASIA', 'SCO']"
1880,2022-08-22,7029,2023-01-31,Industry attribution,India,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['NO_REGION', 'ASIA', 'SASIA', 'SCO']"
1881,2023-02-02,8228,,,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
1881,2023-02-02,8228,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1881,2023-02-02,8228,,,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
1882,2022-12-01,7028,2023-02-02,Industry attribution,Europe (region),China,Hijacking without Misuse,['NO_REGION']
1883,2023-01-31,8229,,,Germany,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1884,2022-12-01,6777,2023-02-02,Industry attribution,Middle East (region),"Iran, Islamic Republic of",Data theft,['NO_REGION']
1884,2022-12-01,6777,2023-02-02,Industry attribution,Middle East (region),"Iran, Islamic Republic of",Hijacking with Misuse,['NO_REGION']
1885,2022-11-28,8230,,,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
1885,2022-11-28,8230,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1886,2022-12-01,,,,United States,,Data theft,"['NATO', 'NORTHAM']"
1886,2022-12-01,,,,United States,,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1886,2022-12-01,13608,,,United States,,Data theft,"['NATO', 'NORTHAM']"
1886,2022-12-01,13608,,,United States,,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1887,2022-11-23,,,,United States,,Data theft,"['NATO', 'NORTHAM']"
1887,2022-11-23,,,,United States,,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1887,2022-11-23,8224,,,United States,,Data theft,"['NATO', 'NORTHAM']"
1887,2022-11-23,8224,,,United States,,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1888,2023-01-12,8231,,,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
1888,2023-01-12,8231,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1889,2023-02-02,12104,2023-02-06,Political attribution,Italy,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)']"
1889,2023-02-02,12104,2023-02-06,Political attribution,Italy,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)']"
1889,2023-02-02,12104,2023-02-06,Political attribution,Italy,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)']"
1889,2023-02-02,12103,2023-02-06,Political attribution,Italy,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)']"
1889,2023-02-02,12103,2023-02-06,Political attribution,Italy,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)']"
1889,2023-02-02,12103,2023-02-06,Political attribution,Italy,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)']"
1890,2020-09-01,6767,2023-02-03,Political attribution,Netherlands,Netherlands,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1890,2020-09-01,6767,2023-02-03,Political attribution,Netherlands,Netherlands,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1891,,6766,2023-02-03,Industry attribution,France,"Iran, Islamic Republic of",Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1891,,6766,2023-02-03,Industry attribution,France,"Iran, Islamic Republic of",Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1891,,6766,2023-02-03,Industry attribution,France,"Iran, Islamic Republic of",Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1892,2023-01-01,,,,Canada,,Disruption,"['NATO', 'NORTHAM']"
1892,2023-01-01,,,,Canada,,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1892,2023-01-01,,,,Canada,,Ransomware,"['NATO', 'NORTHAM']"
1892,2023-01-01,8234,,,Canada,,Disruption,"['NATO', 'NORTHAM']"
1892,2023-01-01,8234,,,Canada,,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1892,2023-01-01,8234,,,Canada,,Ransomware,"['NATO', 'NORTHAM']"
1893,2022-11-15,6764,,,Germany,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1893,2022-11-15,6764,,,Germany,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1893,2022-11-15,6764,,,Germany,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
1894,2023-02-01,8235,,,South Africa,Not available,Disruption,"['AFRICA', 'SSA', 'NO_REGION']"
1894,2023-02-01,8235,,,South Africa,Not available,Hijacking with Misuse,"['AFRICA', 'SSA', 'NO_REGION']"
1894,2023-02-01,8235,,,South Africa,Not available,Ransomware,"['AFRICA', 'SSA', 'NO_REGION']"
1894,2023-02-01,8235,,,Global (region),Not available,Disruption,"['AFRICA', 'SSA', 'NO_REGION']"
1894,2023-02-01,8235,,,Global (region),Not available,Hijacking with Misuse,"['AFRICA', 'SSA', 'NO_REGION']"
1894,2023-02-01,8235,,,Global (region),Not available,Ransomware,"['AFRICA', 'SSA', 'NO_REGION']"
1898,2023-01-31,8794,2023-02-06,Political attribution,Poland,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU']"
1898,2023-01-31,8794,2023-02-06,Political attribution,Poland,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU']"
1898,2023-01-31,8794,2023-02-06,Political attribution,Ukraine,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU']"
1898,2023-01-31,8794,2023-02-06,Political attribution,Ukraine,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'EASTEU']"
1899,,10002,,,United Kingdom,Not available,Hijacking without Misuse,"['EUROPE', 'NATO', 'NORTHEU']"
1901,2023-02-04,8237,2023-02-08,Receiver attributes attacker,Switzerland,Not available,Hijacking without Misuse,"['EUROPE', 'WESTEU']"
1902,2023-01-19,7403,,,Estonia,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU']"
1903,2023-02-11,7400,2023-02-11,Attacker confirms,"Iran, Islamic Republic of",Not available,Disruption,"['ASIA', 'MENA', 'MEA']"
1903,2023-02-11,7400,2023-02-11,Attacker confirms,"Iran, Islamic Republic of",Not available,Hijacking with Misuse,"['ASIA', 'MENA', 'MEA']"
1904,,8792,2023-02-09,Political attribution,"Korea, Republic of","Korea, Democratic People's Republic of",Disruption,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1904,,8792,2023-02-09,Political attribution,"Korea, Republic of","Korea, Democratic People's Republic of",Hijacking with Misuse,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1904,,8792,2023-02-09,Political attribution,"Korea, Republic of","Korea, Democratic People's Republic of",Ransomware,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1904,,8792,2023-02-09,Political attribution,United States,"Korea, Democratic People's Republic of",Disruption,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1904,,8792,2023-02-09,Political attribution,United States,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1904,,8792,2023-02-09,Political attribution,United States,"Korea, Democratic People's Republic of",Ransomware,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1904,,8793,2023-02-09,Industry attribution,"Korea, Republic of","Korea, Democratic People's Republic of",Disruption,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1904,,8793,2023-02-09,Industry attribution,"Korea, Republic of","Korea, Democratic People's Republic of",Hijacking with Misuse,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1904,,8793,2023-02-09,Industry attribution,"Korea, Republic of","Korea, Democratic People's Republic of",Ransomware,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1904,,8793,2023-02-09,Industry attribution,United States,"Korea, Democratic People's Republic of",Disruption,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1904,,8793,2023-02-09,Industry attribution,United States,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1904,,8793,2023-02-09,Industry attribution,United States,"Korea, Democratic People's Republic of",Ransomware,"['ASIA', 'SCS', 'NEA', 'NATO', 'NORTHAM']"
1906,2022-04-28,8791,,,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
1906,2022-04-28,8791,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1907,2023-02-11,13570,2023-02-01,Attacker confirms,NATO (institutions),Russia,Disruption,['NO_REGION']
1908,,7017,2023-02-13,Industry attribution,South America,China,Data theft,['NO_REGION']
1909,2022-01-01,7399,2023-02-09,Industry attribution,Pakistan,Not available,Data theft,"['ASIA', 'SASIA', 'SCO', 'NO_REGION']"
1909,2022-01-01,7399,2023-02-09,Industry attribution,Not available,Not available,Data theft,"['ASIA', 'SASIA', 'SCO', 'NO_REGION']"
1910,2023-02-12,11235,2023-03-07,Political attribution,Israel,"Iran, Islamic Republic of",Disruption,"['ASIA', 'MENA', 'MEA']"
1910,2023-02-12,11235,2023-03-07,Political attribution,Israel,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA']"
1910,2023-02-12,11235,2023-03-07,Political attribution,Israel,"Iran, Islamic Republic of",Ransomware,"['ASIA', 'MENA', 'MEA']"
1910,2023-02-12,11234,2023-02-12,Attacker confirms,Israel,"Iran, Islamic Republic of",Disruption,"['ASIA', 'MENA', 'MEA']"
1910,2023-02-12,11234,2023-02-12,Attacker confirms,Israel,"Iran, Islamic Republic of",Hijacking with Misuse,"['ASIA', 'MENA', 'MEA']"
1910,2023-02-12,11234,2023-02-12,Attacker confirms,Israel,"Iran, Islamic Republic of",Ransomware,"['ASIA', 'MENA', 'MEA']"
1911,2022-12-01,8820,,,Australia,Not available,Data theft,"['OC', 'EUROPE', 'NATO', 'NORTHEU', 'NORTHAM']"
1911,2022-12-01,8820,,,Australia,Not available,Hijacking with Misuse,"['OC', 'EUROPE', 'NATO', 'NORTHEU', 'NORTHAM']"
1911,2022-12-01,8820,,,United Kingdom,Not available,Data theft,"['OC', 'EUROPE', 'NATO', 'NORTHEU', 'NORTHAM']"
1911,2022-12-01,8820,,,United Kingdom,Not available,Hijacking with Misuse,"['OC', 'EUROPE', 'NATO', 'NORTHEU', 'NORTHAM']"
1911,2022-12-01,8820,,,United States,Not available,Data theft,"['OC', 'EUROPE', 'NATO', 'NORTHEU', 'NORTHAM']"
1911,2022-12-01,8820,,,United States,Not available,Hijacking with Misuse,"['OC', 'EUROPE', 'NATO', 'NORTHEU', 'NORTHAM']"
1916,2022-11-21,8821,,,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
1916,2022-11-21,8821,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1925,2023-02-14,9121,2023-02-14,Attacker confirms,Sweden,Sudan,Disruption,"['EUROPE', 'EU(MS)', 'NORTHEU']"
1925,2023-02-14,9121,2023-02-14,Attacker confirms,Sweden,Sudan,Hijacking with Misuse,"['EUROPE', 'EU(MS)', 'NORTHEU']"
1925,2023-02-14,9122,2023-03-30,Industry attribution,Sweden,Sudan,Disruption,"['EUROPE', 'EU(MS)', 'NORTHEU']"
1925,2023-02-14,9122,2023-03-30,Industry attribution,Sweden,Sudan,Hijacking with Misuse,"['EUROPE', 'EU(MS)', 'NORTHEU']"
1928,2023-02-16,8782,2023-02-16,Media-based attribution,Morocco,Not available,Disruption,"['AFRICA', 'NAF', 'MENA']"
1929,,7395,,,United States,Not available,Hijacking without Misuse,"['NATO', 'NORTHAM']"
1965,2023-01-01,11161,2023-02-27,Industry attribution,Chile,South America,Data theft,"['SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NO_REGION']"
1965,2023-01-01,11161,2023-02-27,Industry attribution,Chile,South America,Hijacking with Misuse,"['SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NO_REGION']"
1965,2023-01-01,11161,2023-02-27,Industry attribution,Spain,South America,Data theft,"['SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NO_REGION']"
1965,2023-01-01,11161,2023-02-27,Industry attribution,Spain,South America,Hijacking with Misuse,"['SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NO_REGION']"
1965,2023-01-01,11161,2023-02-27,Industry attribution,Ecuador,South America,Data theft,"['SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NO_REGION']"
1965,2023-01-01,11161,2023-02-27,Industry attribution,Ecuador,South America,Hijacking with Misuse,"['SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NO_REGION']"
1965,2023-01-01,11161,2023-02-27,Industry attribution,Colombia,South America,Data theft,"['SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NO_REGION']"
1965,2023-01-01,11161,2023-02-27,Industry attribution,Colombia,South America,Hijacking with Misuse,"['SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NO_REGION']"
1972,2022-02-15,11616,,,Azerbaijan,Not available,Disruption,"['ASIA', 'CENTAS']"
1972,2022-02-15,11616,,,Azerbaijan,Not available,Hijacking with Misuse,"['ASIA', 'CENTAS']"
1975,2023-02-17,9406,,,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
1975,2023-02-17,9406,,,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
1975,2023-02-17,9406,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
1975,2023-02-17,9406,,,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
2001,2023-02-14,10018,2023-02-15,Attacker confirms,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
2001,2023-02-14,10018,2023-02-15,Attacker confirms,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
2001,2023-02-14,10018,2023-02-15,Attacker confirms,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2001,2023-02-14,10018,2023-02-15,Attacker confirms,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
2020,2023-03-02,11308,2022-03-06,Political attribution,Spain,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)']"
2020,2023-03-02,11308,2022-03-06,Political attribution,Spain,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)']"
2020,2023-03-02,11308,2022-03-06,Political attribution,Spain,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)']"
2021,2023-01-31,10019,2023-03-28,Attacker confirms,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
2021,2023-01-31,10019,2023-03-28,Attacker confirms,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
2021,2023-01-31,10019,2023-03-28,Attacker confirms,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2021,2023-01-31,10019,2023-03-28,Attacker confirms,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
2035,2023-03-06,8781,2023-03-06,Attacker confirms,Italy,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)']"
2036,2022-06-01,,,,South America,,Data theft,['NO_REGION']
2036,2022-06-01,,,,South America,,Hijacking with Misuse,['NO_REGION']
2036,2022-06-01,,,,North America,,Data theft,['NO_REGION']
2036,2022-06-01,,,,North America,,Hijacking with Misuse,['NO_REGION']
2036,2022-06-01,8780,,,South America,,Data theft,['NO_REGION']
2036,2022-06-01,8780,,,South America,,Hijacking with Misuse,['NO_REGION']
2036,2022-06-01,8780,,,North America,,Data theft,['NO_REGION']
2036,2022-06-01,8780,,,North America,,Hijacking with Misuse,['NO_REGION']
2038,2022-01-01,8779,2023-03-07,Industry attribution,Southeast Asia (region),China,Data theft,['NO_REGION']
2038,2022-01-01,8779,2023-03-07,Industry attribution,Southeast Asia (region),China,Hijacking with Misuse,['NO_REGION']
2039,2022-11-01,8778,,,Not available,Not available,Data theft,['NO_REGION']
2039,2022-11-01,8778,,,Not available,Not available,Hijacking with Misuse,['NO_REGION']
2040,2022-07-01,8773,2023-03-07,Industry attribution,Egypt,Pakistan,Data theft,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'SASIA']"
2040,2022-07-01,8773,2023-03-07,Industry attribution,Egypt,Pakistan,Hijacking without Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'SASIA']"
2040,2022-07-01,8773,2023-03-07,Industry attribution,Oman,Pakistan,Data theft,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'SASIA']"
2040,2022-07-01,8773,2023-03-07,Industry attribution,Oman,Pakistan,Hijacking without Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'SASIA']"
2040,2022-07-01,8773,2023-03-07,Industry attribution,Russia,Pakistan,Data theft,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'SASIA']"
2040,2022-07-01,8773,2023-03-07,Industry attribution,Russia,Pakistan,Hijacking without Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'SASIA']"
2040,2022-07-01,8773,2023-03-07,Industry attribution,Pakistan,Pakistan,Data theft,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'SASIA']"
2040,2022-07-01,8773,2023-03-07,Industry attribution,Pakistan,Pakistan,Hijacking without Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'SASIA']"
2040,2022-07-01,8773,2023-03-07,Industry attribution,India,Pakistan,Data theft,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'SASIA']"
2040,2022-07-01,8773,2023-03-07,Industry attribution,India,Pakistan,Hijacking without Misuse,"['MENA', 'MEA', 'AFRICA', 'NAF', 'ASIA', 'GULFC', 'EUROPE', 'EASTEU', 'CSTO', 'SCO', 'SASIA']"
2041,2022-02-17,8757,2023-03-01,Attacker confirms,Netherlands,Not available,Data theft & Doxing,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2041,2022-02-17,8757,2023-03-01,Attacker confirms,Netherlands,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2041,2022-02-17,8757,2023-03-01,Attacker confirms,Netherlands,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2041,2022-02-17,8757,2023-03-01,Attacker confirms,Netherlands,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2042,2023-01-08,8756,2023-01-01,Attacker confirms,United States,Not available,Data theft & Doxing,"['NATO', 'NORTHAM']"
2042,2023-01-08,8756,2023-01-01,Attacker confirms,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2043,2023-03-07,8755,,,Germany,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2044,2023-03-01,8754,,,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
2044,2023-03-01,8754,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2045,2023-02-01,12774,2023-03-07,Attacker confirms,United States,Not available,Data theft & Doxing,"['NATO', 'NORTHAM']"
2045,2023-02-01,12774,2023-03-07,Attacker confirms,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
2045,2023-02-01,12774,2023-03-07,Attacker confirms,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2045,2023-02-01,12774,2023-03-07,Attacker confirms,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
2046,2023-02-26,8730,2023-02-26,Industry attribution,Canada,Not available,Disruption,"['NATO', 'NORTHAM']"
2046,2023-02-26,8729,2023-02-25,Attacker confirms,Canada,Not available,Disruption,"['NATO', 'NORTHAM']"
2047,2023-03-01,8910,2023-03-06,Attribution by third-party,United States,Not available,Data theft & Doxing,"['NATO', 'NORTHAM']"
2047,2023-03-01,8910,2023-03-06,Attribution by third-party,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
