ID,start_date,attribution_ID,attribution_date,attribution_basis_clean,receiver_country,initiator_country,incident_type,receiver_region
34,2006-01-01,13896,2013-01-01,Political attribution,Belgium,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Belgium,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Taiwan,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Taiwan,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,United Kingdom,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,United Kingdom,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Switzerland,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Switzerland,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Japan,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Japan,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Israel,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Israel,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Canada,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Canada,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Singapore,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13896,2013-01-01,Political attribution,Singapore,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,United States,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,United States,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,India,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,India,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Belgium,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Belgium,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Taiwan,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Taiwan,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,United Kingdom,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,United Kingdom,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Switzerland,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Switzerland,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Japan,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Japan,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Israel,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Israel,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Canada,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Canada,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Singapore,China,Data theft,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
34,2006-01-01,13895,2013-01-01,Industry attribution,Singapore,China,Hijacking with Misuse,"['NATO', 'NORTHAM', 'ASIA', 'SASIA', 'SCO', 'EUROPE', 'EU(MS)', 'WESTEU', 'SCS', 'NORTHEU', 'NEA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Russia,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Russia,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Kazakhstan,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Kazakhstan,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Azerbaijan,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Azerbaijan,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Belgium,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Belgium,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,India,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,India,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Afghanistan,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Afghanistan,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Armenia,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Armenia,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,"Iran, Islamic Republic of",China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,"Iran, Islamic Republic of",Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Turkmenistan,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Turkmenistan,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Ukraine,China,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
35,2007-01-01,48,,Industry attribution,Ukraine,Russia,Data theft,"['EUROPE', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'CENTAS', 'EU(MS)', 'NATO', 'WESTEU', 'SASIA', 'MENA', 'MEA']"
36,2007-01-01,3284,2013-01-01,Attribution by third-party,United States,China,Data theft,"['NATO', 'NORTHAM']"
36,2007-01-01,3283,2013-01-01,Media-based attribution,United States,China,Data theft,"['NATO', 'NORTHAM']"
37,2007-01-01,51,,Attacker confirms,Sweden,Turkey,Disruption,"['EUROPE', 'EU(MS)', 'NORTHEU']"
38,2007-01-01,52,,Attacker confirms,Turkey,Sweden,Disruption,"['ASIA', 'NATO', 'MEA']"
39,2007-01-01,53,2016-01-01,Industry attribution,"Iran, Islamic Republic of",Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,2007-01-01,53,2016-01-01,Industry attribution,United States,Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,2007-01-01,53,2016-01-01,Industry attribution,Denmark,Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,2007-01-01,53,2016-01-01,Industry attribution,Israel,Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,2007-01-01,53,2016-01-01,Industry attribution,Saudi Arabia,Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,2007-01-01,53,2016-01-01,Industry attribution,Pakistan,Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,2007-01-01,53,2016-01-01,Industry attribution,Afghanistan,Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
39,2007-01-01,53,2016-01-01,Industry attribution,Iraq,Unknown,Data theft,"['ASIA', 'MENA', 'MEA', 'NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'NORTHEU', 'GULFC', 'SASIA', 'SCO']"
40,2007-01-01,54,2014-01-01,Industry attribution,"Korea, Democratic People's Republic of","Korea, Republic of",Data theft,"['ASIA', 'NEA', 'SCS', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'NO_REGION']"
40,2007-01-01,54,2014-01-01,Industry attribution,Japan,"Korea, Republic of",Data theft,"['ASIA', 'NEA', 'SCS', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'NO_REGION']"
40,2007-01-01,54,2014-01-01,Industry attribution,India,"Korea, Republic of",Data theft,"['ASIA', 'NEA', 'SCS', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'NO_REGION']"
40,2007-01-01,54,2014-01-01,Industry attribution,United States,"Korea, Republic of",Data theft,"['ASIA', 'NEA', 'SCS', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'NO_REGION']"
40,2007-01-01,54,2014-01-01,Industry attribution,Asia (region),"Korea, Republic of",Data theft,"['ASIA', 'NEA', 'SCS', 'SASIA', 'SCO', 'NATO', 'NORTHAM', 'NO_REGION']"
41,2007-01-01,8679,2017-01-01,Industry attribution,United States,Russia,Data theft,"['NATO', 'NORTHAM']"
42,2007-01-01,56,,Industry attribution,China,Unknown,Data theft,"['ASIA', 'SCS', 'EASIA', 'NEA', 'SCO']"
43,2007-01-01,57,2014-01-01,Industry attribution,Morocco,Unknown,Data theft,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,2007-01-01,57,2014-01-01,Industry attribution,Brazil,Unknown,Data theft,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,2007-01-01,57,2014-01-01,Industry attribution,United Kingdom,Unknown,Data theft,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,2007-01-01,57,2014-01-01,Industry attribution,Spain,Unknown,Data theft,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,2007-01-01,57,2014-01-01,Industry attribution,France,Unknown,Data theft,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,2007-01-01,57,2014-01-01,Industry attribution,Switzerland,Unknown,Data theft,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,2007-01-01,57,2014-01-01,Industry attribution,Libya,Unknown,Data theft,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
43,2007-01-01,57,2014-01-01,Industry attribution,United States,Unknown,Data theft,"['AFRICA', 'NAF', 'MENA', 'SOUTHAM', 'EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'WESTEU', 'MEA', 'NORTHAM']"
44,2007-01-01,58,2014-01-01,Industry attribution,United States,China,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
44,2007-01-01,58,2014-01-01,Industry attribution,Europe (region),China,Data theft,"['NATO', 'NORTHAM', 'NO_REGION']"
45,2007-01-01,8683,2013-01-01,Attribution by third-party,Global (region),United Kingdom,Data theft,['NO_REGION']
45,2007-01-01,8683,2013-01-01,Attribution by third-party,Global (region),United States,Data theft,['NO_REGION']
45,2007-01-01,8682,2013-01-01,Media-based attribution,Global (region),United Kingdom,Data theft,['NO_REGION']
45,2007-01-01,8682,2013-01-01,Media-based attribution,Global (region),United States,Data theft,['NO_REGION']
46,2007-01-01,62,2011-01-01,Political attribution,"Iran, Islamic Republic of",Israel,Disruption,"['ASIA', 'MENA', 'MEA']"
46,2007-01-01,62,2011-01-01,Political attribution,"Iran, Islamic Republic of",Israel,Hijacking with Misuse,"['ASIA', 'MENA', 'MEA']"
46,2007-01-01,62,2011-01-01,Political attribution,"Iran, Islamic Republic of",United States,Disruption,"['ASIA', 'MENA', 'MEA']"
46,2007-01-01,62,2011-01-01,Political attribution,"Iran, Islamic Republic of",United States,Hijacking with Misuse,"['ASIA', 'MENA', 'MEA']"
46,2007-01-01,61,2011-01-01,Industry attribution,"Iran, Islamic Republic of",Israel,Disruption,"['ASIA', 'MENA', 'MEA']"
46,2007-01-01,61,2011-01-01,Industry attribution,"Iran, Islamic Republic of",Israel,Hijacking with Misuse,"['ASIA', 'MENA', 'MEA']"
46,2007-01-01,61,2011-01-01,Industry attribution,"Iran, Islamic Republic of",United States,Disruption,"['ASIA', 'MENA', 'MEA']"
46,2007-01-01,61,2011-01-01,Industry attribution,"Iran, Islamic Republic of",United States,Hijacking with Misuse,"['ASIA', 'MENA', 'MEA']"
48,2007-01-01,64,2013-01-01,Attribution by third-party,EU (institutions),United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,64,2013-01-01,Attribution by third-party,France,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,64,2013-01-01,Attribution by third-party,Greece,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,64,2013-01-01,Attribution by third-party,Italy,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,64,2013-01-01,Attribution by third-party,Mexico,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,64,2013-01-01,Attribution by third-party,"Korea, Republic of",United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,64,2013-01-01,Attribution by third-party,Turkey,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,64,2013-01-01,Attribution by third-party,Japan,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,64,2013-01-01,Attribution by third-party,India,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,65,2013-01-01,Media-based attribution,EU (institutions),United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,65,2013-01-01,Media-based attribution,France,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,65,2013-01-01,Media-based attribution,Greece,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,65,2013-01-01,Media-based attribution,Italy,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,65,2013-01-01,Media-based attribution,Mexico,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,65,2013-01-01,Media-based attribution,"Korea, Republic of",United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,65,2013-01-01,Media-based attribution,Turkey,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,65,2013-01-01,Media-based attribution,Japan,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
48,2007-01-01,65,2013-01-01,Media-based attribution,India,United States,Data theft,"['NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'BALKANS', 'ASIA', 'SCS', 'NEA', 'MEA', 'SASIA', 'SCO']"
49,2007-01-01,66,2008-01-01,Media-based attribution,"Congo, the Democratic Republic of the",Germany,Data theft,"['AFRICA', 'SSA']"
49,2007-01-01,66,2008-01-01,Media-based attribution,"Congo, the Democratic Republic of the",Germany,Hijacking with Misuse,"['AFRICA', 'SSA']"
50,2007-01-01,67,,Industry attribution,United States,Unknown,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,67,,Industry attribution,France,Unknown,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,67,,Industry attribution,Russia,Unknown,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
50,2007-01-01,67,,Industry attribution,Pakistan,Unknown,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'EU(MS)', 'WESTEU', 'EASTEU', 'CSTO', 'SCO', 'ASIA', 'SASIA']"
