ID,start_date,industry_date,political_date,attacker_date,third_party_date,other_date,date_difference_ind,date_difference_pol,date_difference_att,date_difference_third,date_difference_other,date_difference_ind_months,date_difference_pol_months,date_difference_att_months,date_difference_third_months,date_difference_other_months,average_overall,receiver_country,initiator_country,incident_type,receiver_region
2048,2022-06-01,2022-11-29,,,,,181,,,,,6.0,,,,,6.0,United States,"Korea, Democratic People's Republic of",Hijacking without Misuse,"['NO_REGION', 'NATO', 'NORTHAM']"
2050,2023-01-01,,,2023-03-01,,,,,59,,,,,2.0,,,2.0,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
2050,2023-01-01,,,2023-03-01,,,,,59,,,,,2.0,,,2.0,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2053,2023-01-01,,,,,,,,,,,,,,,,,Switzerland,Not available,Disruption,"['EUROPE', 'WESTEU']"
2053,2023-01-01,,,,,,,,,,,,,,,,,Switzerland,Not available,Hijacking with Misuse,"['EUROPE', 'WESTEU']"
2053,2023-01-01,,,,,,,,,,,,,,,,,Switzerland,Not available,Ransomware,"['EUROPE', 'WESTEU']"
2055,2023-01-01,,,,,,,,,,,,,,,,,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
2055,2023-01-01,,,,,,,,,,,,,,,,,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
2055,2023-01-01,,,,,,,,,,,,,,,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2055,2023-01-01,,,,,,,,,,,,,,,,,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
2056,2023-02-03,,,2023-03-10,,,,,35,,,,,1.2,,,1.2,United States,Not available,Data theft & Doxing,"['NATO', 'NORTHAM']"
2056,2023-02-03,,,2023-03-10,,,,,35,,,,,1.2,,,1.2,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
2056,2023-02-03,,,2023-03-10,,,,,35,,,,,1.2,,,1.2,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2056,2023-02-03,,,2023-03-10,,,,,35,,,,,1.2,,,1.2,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
2057,2023-03-10,,,,,,,,,,,,,,,,,Belgium,Not available,Disruption,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU']"
2057,2023-03-10,,,,,,,,,,,,,,,,,Belgium,Not available,Hijacking with Misuse,"['EUROPE', 'EU(MS)', 'NATO', 'WESTEU']"
2061,2023-01-28,,,,,,,,,,,,,,,,,United States,Not available,Data theft & Doxing,"['NATO', 'NORTHAM']"
2061,2023-01-28,,,,,,,,,,,,,,,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2063,2023-02-01,2023-03-10,,,,,37,,,,,1.2,,,,,1.2,Southeast Asia (region),China,Data theft,['NO_REGION']
2063,2023-02-01,2023-03-10,,,,,37,,,,,1.2,,,,,1.2,Southeast Asia (region),China,Hijacking with Misuse,['NO_REGION']
2064,2023-01-20,,,,,,,,,,,,,,,,,United States,,Data theft,"['NATO', 'NORTHAM']"
2064,2023-01-20,,,,,,,,,,,,,,,,,United States,,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2073,2023-03-01,,,,,2023-03-16,,,,,15,,,,,0.5,0.5,United Kingdom,Not available,Disruption,"['EUROPE', 'NATO', 'NORTHEU']"
2073,2023-03-01,,,,,2023-03-16,,,,,15,,,,,0.5,0.5,United Kingdom,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'NORTHEU']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Lithuania,Russia,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Lithuania,Belarus,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Italy,Russia,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Italy,Belarus,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Slovakia,Russia,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Slovakia,Belarus,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,India,Russia,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,India,Belarus,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Holy See (Vatican City State),Russia,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Holy See (Vatican City State),Belarus,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Ukraine,Russia,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Ukraine,Belarus,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Poland,Russia,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2074,2021-01-01,2023-03-16,,,,,804,,,,,26.8,,,,,26.8,Poland,Belarus,Hijacking without Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'NORTHEU', 'EASTEU', 'ASIA', 'SASIA', 'SCO']"
2075,2023-03-01,,,,,,,,,,,,,,,,,Australia,Not available,Data theft,"['OC', 'NO_REGION']"
2075,2023-03-01,,,,,,,,,,,,,,,,,Australia,Not available,Hijacking with Misuse,"['OC', 'NO_REGION']"
2075,2023-03-01,,,,,,,,,,,,,,,,,Not available,Not available,Data theft,"['OC', 'NO_REGION']"
2075,2023-03-01,,,,,,,,,,,,,,,,,Not available,Not available,Hijacking with Misuse,"['OC', 'NO_REGION']"
2076,2022-12-01,,,,,,,,,,,,,,,,,France,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,France,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,France,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,France,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,United States,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,United States,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,United States,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,United States,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,New Zealand,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,New Zealand,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,New Zealand,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,New Zealand,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Australia,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Australia,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Australia,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Australia,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Italy,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Italy,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Italy,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Italy,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Germany,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Germany,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Germany,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2076,2022-12-01,,,,,,,,,,,,,,,,,Germany,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM', 'OC']"
2077,2021-04-15,,,,,,,,,,,,,,,,,United States,,Data theft,"['NATO', 'NORTHAM']"
2079,2023-03-01,,,2023-03-14,,,,,13,,,,,0.4,,,0.4,Spain,Not available,Data theft & Doxing,"['EUROPE', 'NATO', 'EU(MS)']"
2079,2023-03-01,,,2023-03-14,,,,,13,,,,,0.4,,,0.4,Spain,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)']"
2080,2023-01-01,,,2023-03-15,,,,,73,,,,,2.4,,,2.4,India,Russia,Data theft,"['ASIA', 'SASIA', 'SCO']"
2080,2023-01-01,,,2023-03-15,,,,,73,,,,,2.4,,,2.4,India,Russia,Hijacking with Misuse,"['ASIA', 'SASIA', 'SCO']"
2082,2021-09-01,,,,,2023-03-20,,,,,565,,,,,18.8,18.8,United States,Greece,Data theft,"['NATO', 'NORTHAM']"
2082,2021-09-01,,,,,2023-03-20,,,,,565,,,,,18.8,18.8,United States,Greece,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2083,2023-03-06,,,2023-03-13,,,,,7,,,,,0.2,,,0.2,Netherlands,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2083,2023-03-06,,,2023-03-13,,,,,7,,,,,0.2,,,0.2,Netherlands,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2083,2023-03-06,,,2023-03-13,,,,,7,,,,,0.2,,,0.2,Netherlands,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2083,2023-03-06,,,2023-03-13,,,,,7,,,,,0.2,,,0.2,Netherlands,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2086,2022-06-30,,,,,,,,,,,,,,,,,United States,,Data theft,"['NATO', 'NORTHAM']"
2086,2022-06-30,,,,,,,,,,,,,,,,,United States,,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2100,2023-03-26,,,2023-03-27,,,,,1,,,,,0.0,,,0.0,France,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2101,2023-02-21,,2023-02-21,2023-02-27,,,,0,6,,,,0.0,0.2,,,0.2,United States,Not available,Data theft & Doxing,"['NATO', 'NORTHAM']"
2101,2023-02-21,,2023-02-21,2023-02-27,,,,0,6,,,,0.0,0.2,,,0.2,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
2101,2023-02-21,,2023-02-21,2023-02-27,,,,0,6,,,,0.0,0.2,,,0.2,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2101,2023-02-21,,2023-02-21,2023-02-27,,,,0,6,,,,0.0,0.2,,,0.2,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
2102,2023-01-01,,,,,,,,,,,,,,,,,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
2102,2023-01-01,,,,,,,,,,,,,,,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2102,2023-01-01,,,,,,,,,,,,,,,,,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
2103,2023-01-01,,,,,,,,,,,,,,,,,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
2103,2023-01-01,,,,,,,,,,,,,,,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2108,2023-03-08,2023-03-29,,,,,21,,,,,0.7,,,,,0.7,Brazil,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['SOUTHAM', 'NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2108,2023-03-08,2023-03-29,,,,,21,,,,,0.7,,,,,0.7,Not available,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['SOUTHAM', 'NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2108,2023-03-08,2023-03-29,,,,,21,,,,,0.7,,,,,0.7,Germany,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['SOUTHAM', 'NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2108,2023-03-08,2023-03-29,,,,,21,,,,,0.7,,,,,0.7,Italy,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['SOUTHAM', 'NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2108,2023-03-08,2023-03-29,,,,,21,,,,,0.7,,,,,0.7,France,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['SOUTHAM', 'NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2108,2023-03-08,2023-03-29,,,,,21,,,,,0.7,,,,,0.7,Europe (region),"Korea, Democratic People's Republic of",Hijacking with Misuse,"['SOUTHAM', 'NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2108,2023-03-08,2023-03-29,,,,,21,,,,,0.7,,,,,0.7,United States,"Korea, Democratic People's Republic of",Hijacking with Misuse,"['SOUTHAM', 'NO_REGION', 'EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2109,2022-08-29,,,,,2023-09-22,,,,,389,,,,,13.0,13.0,United States,Eastern Europe,Disruption,"['NATO', 'NORTHAM']"
2109,2022-08-29,,,,,2023-09-22,,,,,389,,,,,13.0,13.0,United States,Eastern Europe,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2109,2022-08-29,,,,,2023-09-22,,,,,389,,,,,13.0,13.0,United States,Eastern Europe,Ransomware,"['NATO', 'NORTHAM']"
2109,2022-08-29,,,,,2023-09-22,,,,,389,,,,,13.0,13.0,United States,Russia,Disruption,"['NATO', 'NORTHAM']"
2109,2022-08-29,,,,,2023-09-22,,,,,389,,,,,13.0,13.0,United States,Russia,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2109,2022-08-29,,,,,2023-09-22,,,,,389,,,,,13.0,13.0,United States,Russia,Ransomware,"['NATO', 'NORTHAM']"
2110,2022-08-13,,,,,,,,,,,,,,,,,United States,,Data theft,"['NATO', 'NORTHAM']"
2110,2022-08-13,,,,,,,,,,,,,,,,,United States,,Disruption,"['NATO', 'NORTHAM']"
2110,2022-08-13,,,,,,,,,,,,,,,,,United States,,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2110,2022-08-13,,,,,,,,,,,,,,,,,United States,,Ransomware,"['NATO', 'NORTHAM']"
2111,2022-10-08,,,,,,,,,,,,,,,,,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
2126,2023-04-04,,,2023-04-04,,,,,0,,,,,0.0,,,0.0,Germany,Not available,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,Germany,Russia,Data theft & Doxing,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,Germany,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,Germany,Russia,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,Luxembourg,Russia,Data theft & Doxing,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,Luxembourg,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,Luxembourg,Russia,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,United States,Russia,Data theft & Doxing,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,United States,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,United States,Russia,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,Belgium,Russia,Data theft & Doxing,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,Belgium,Russia,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2137,2023-04-01,,,2023-04-10,,,,,9,,,,,0.3,,,0.3,Belgium,Russia,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU', 'NORTHAM']"
2146,2022-06-01,2023-04-11,,,,,314,,,,,10.5,,,,,10.5,Middle East (region),Not available,Hijacking without Misuse,['NO_REGION']
2146,2022-06-01,2023-04-11,,,,,314,,,,,10.5,,,,,10.5,Middle East (region),Not available,Ransomware,['NO_REGION']
2146,2022-06-01,2023-04-11,,,,,314,,,,,10.5,,,,,10.5,North America,Not available,Hijacking without Misuse,['NO_REGION']
2146,2022-06-01,2023-04-11,,,,,314,,,,,10.5,,,,,10.5,North America,Not available,Ransomware,['NO_REGION']
2146,2022-06-01,2023-04-11,,,,,314,,,,,10.5,,,,,10.5,Asia (region),Not available,Hijacking without Misuse,['NO_REGION']
2146,2022-06-01,2023-04-11,,,,,314,,,,,10.5,,,,,10.5,Asia (region),Not available,Ransomware,['NO_REGION']
2147,2022-07-01,2023-04-12,,,,,285,,,,,9.5,,,,,9.5,Africa,"Korea, Democratic People's Republic of",Data theft,['NO_REGION']
2147,2022-07-01,2023-04-12,,,,,285,,,,,9.5,,,,,9.5,Africa,"Korea, Democratic People's Republic of",Hijacking with Misuse,['NO_REGION']
2152,2023-04-11,,,,,,,,,,,,,,,,,Canada,Not available,Disruption,"['NATO', 'NORTHAM']"
2152,2023-04-11,,,,,,,,,,,,,,,,,Canada,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2171,2023-02-20,,,,,,,,,,,,,,,,,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
2171,2023-02-20,,,,,,,,,,,,,,,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2179,2023-02-25,,2023-04-09,,,,,43,,,,,1.4,,,,1.4,Canada,Russia,Disruption,"['NATO', 'NORTHAM']"
2179,2023-02-25,,2023-04-09,,,,,43,,,,,1.4,,,,1.4,Canada,Russia,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2181,2023-04-21,,,,,,,,,,,,,,,,,United States,Not available,Disruption,"['NATO', 'NORTHAM']"
2181,2023-04-21,,,,,,,,,,,,,,,,,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2181,2023-04-21,,,,,,,,,,,,,,,,,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
2182,2023-04-26,,,2023-04-26,,,,,0,,,,,0.0,,,0.0,Israel,Russia,Disruption,"['ASIA', 'MENA', 'MEA']"
2211,2023-04-07,,2023-05-06,,,,,29,,,,,1.0,,,,1.0,United States,Eastern Europe,Disruption,"['NATO', 'NORTHAM']"
2211,2023-04-07,,2023-05-06,,,,,29,,,,,1.0,,,,1.0,United States,Eastern Europe,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2211,2023-04-07,,2023-05-06,,,,,29,,,,,1.0,,,,1.0,United States,Eastern Europe,Ransomware,"['NATO', 'NORTHAM']"
2228,2021-05-01,,2021-07-01,,,,,61,,,,,2.0,,,,2.0,"Korea, Republic of","Korea, Democratic People's Republic of",Data theft,"['ASIA', 'SCS', 'NEA']"
2228,2021-05-01,,2021-07-01,,,,,61,,,,,2.0,,,,2.0,"Korea, Republic of","Korea, Democratic People's Republic of",Hijacking with Misuse,"['ASIA', 'SCS', 'NEA']"
2229,2023-01-01,,,2023-05-10,,,,,129,,,,,4.3,,,4.3,Switzerland,Not available,Data theft & Doxing,"['EUROPE', 'WESTEU']"
2229,2023-01-01,,,2023-05-10,,,,,129,,,,,4.3,,,4.3,Switzerland,Not available,Hijacking with Misuse,"['EUROPE', 'WESTEU']"
2229,2023-01-01,,,2023-05-10,,,,,129,,,,,4.3,,,4.3,Switzerland,Not available,Ransomware,"['EUROPE', 'WESTEU']"
2232,2023-05-07,,,,,2023-05-11,,,,,4,,,,,0.1,0.1,Switzerland,Not available,Data theft,"['EUROPE', 'WESTEU']"
2232,2023-05-07,,,,,2023-05-11,,,,,4,,,,,0.1,0.1,Switzerland,Not available,Disruption,"['EUROPE', 'WESTEU']"
2232,2023-05-07,,,,,2023-05-11,,,,,4,,,,,0.1,0.1,Switzerland,Not available,Hijacking with Misuse,"['EUROPE', 'WESTEU']"
2232,2023-05-07,,,,,2023-05-11,,,,,4,,,,,0.1,0.1,Switzerland,Not available,Ransomware,"['EUROPE', 'WESTEU']"
2234,2023-05-11,,,2023-05-11,,,,,0,,,,,0.0,,,0.0,Ethiopia,Not available,Disruption,"['AFRICA', 'SSA']"
2235,2023-05-01,,,2023-05-09,,,,,8,,,,,0.3,,,0.3,United States,Not available,Data theft,"['NATO', 'NORTHAM']"
2235,2023-05-01,,,2023-05-09,,,,,8,,,,,0.3,,,0.3,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM']"
2235,2023-05-01,,,2023-05-09,,,,,8,,,,,0.3,,,0.3,United States,Not available,Ransomware,"['NATO', 'NORTHAM']"
2260,2022-02-01,,2023-05-18,,,,,471,,,,,15.7,,,,15.7,Russia,Russia,Disruption,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
2260,2022-02-01,,2023-05-18,,,,,471,,,,,15.7,,,,15.7,Russia,Ukraine,Disruption,"['EUROPE', 'EASTEU', 'CSTO', 'SCO']"
2262,2023-04-01,,,2023-05-01,,,,,30,,,,,1.0,,,1.0,Germany,Not available,Data theft,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2262,2023-04-01,,,2023-05-01,,,,,30,,,,,1.0,,,1.0,Germany,Not available,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2262,2023-04-01,,,2023-05-01,,,,,30,,,,,1.0,,,1.0,Germany,Not available,Ransomware,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2286,2023-01-01,2023-05-25,,,,,144,,,,,4.8,,,,,4.8,Portugal,Brazil,Data theft,"['EUROPE', 'NATO', 'EU(MS)']"
2286,2023-01-01,2023-05-25,,,,,144,,,,,4.8,,,,,4.8,Portugal,Brazil,Hijacking with Misuse,"['EUROPE', 'NATO', 'EU(MS)']"
2308,2023-05-29,,,2023-05-29,,,,,0,,,,,0.0,,,0.0,France,Bangladesh,Disruption,"['EUROPE', 'NATO', 'EU(MS)', 'WESTEU']"
2309,2023-05-22,,,,,,,,,,,,,,,,,India,Not available,Disruption,"['ASIA', 'SASIA', 'SCO']"
2309,2023-05-22,,,,,,,,,,,,,,,,,India,Not available,Hijacking with Misuse,"['ASIA', 'SASIA', 'SCO']"
2309,2023-05-22,,,,,,,,,,,,,,,,,India,Not available,Ransomware,"['ASIA', 'SASIA', 'SCO']"
2310,2023-05-29,,,2023-05-29,,,,,0,,,,,0.0,,,0.0,Senegal,Bangladesh,Disruption,"['AFRICA', 'SSA']"
2318,2023-05-27,2023-06-02,,2023-06-05,,,6,,9,,,0.2,,0.3,,,0.3,United States,Not available,Data theft,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
2318,2023-05-27,2023-06-02,,2023-06-05,,,6,,9,,,0.2,,0.3,,,0.3,United States,Not available,Hijacking with Misuse,"['NATO', 'NORTHAM', 'EUROPE', 'NORTHEU', 'ASIA', 'SASIA', 'SCO', 'EU(MS)', 'WESTEU', 'NO_REGION']"
